timestamp,usd_price,token_address
2015-08-07 00:00:00,2.83162,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-08 00:00:00,1.33075,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-10 00:00:00,0.6875857090838133,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-11 00:00:00,1.067378879429946,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-12 00:00:00,1.256613175101658,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-13 00:00:00,1.825395446319752,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-14 00:00:00,1.825974891355639,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-15 00:00:00,1.670949668937766,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-16 00:00:00,1.476607254205028,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-17 00:00:00,1.20387143115441,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-18 00:00:00,1.281393051659975,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-19 00:00:00,1.252738651679077,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-20 00:00:00,1.484195074171873,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-21 00:00:00,1.40631477379752,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-22 00:00:00,1.380721536476638,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-23 00:00:00,1.355182100454404,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-24 00:00:00,1.24657168269902,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-25 00:00:00,1.160828327907264,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-26 00:00:00,1.119639156482987,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-27 00:00:00,1.133690694008804,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-28 00:00:00,1.188895698722608,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-29 00:00:00,1.174343905252208,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-30 00:00:00,1.322350879918967,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-08-31 00:00:00,1.353368417391325,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-01 00:00:00,1.350786688734447,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-02 00:00:00,1.278810765308764,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-03 00:00:00,1.262770719520856,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-04 00:00:00,1.269520099878085,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-05 00:00:00,1.334976229386974,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-06 00:00:00,1.29888313413515,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-07 00:00:00,1.256223439965584,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-08 00:00:00,1.236033260936938,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-09 00:00:00,1.206529945086729,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-10 00:00:00,1.167234841402144,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-11 00:00:00,0.9765090926915041,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-12 00:00:00,1.038203585306107,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-13 00:00:00,0.9386521502557871,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-14 00:00:00,0.87402296242848,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-15 00:00:00,0.9418231857274298,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-16 00:00:00,0.9032199195724051,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-17 00:00:00,0.8830787289063511,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-18 00:00:00,0.8460709193872474,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-19 00:00:00,0.8821037996855977,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-20 00:00:00,0.9363277614869444,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-21 00:00:00,0.9010928790890973,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-22 00:00:00,0.8971422650551497,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-23 00:00:00,0.8940475222994914,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-24 00:00:00,0.8160373080893036,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-25 00:00:00,0.7405192998515878,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-26 00:00:00,0.7778014991497727,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-27 00:00:00,0.7213584231130563,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-28 00:00:00,0.5830570046974366,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-29 00:00:00,0.657832489515796,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-09-30 00:00:00,0.7347630535971914,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-10-01 00:00:00,0.6858121897138929,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-10-02 00:00:00,0.6762217338750541,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-10-03 00:00:00,0.6874757575411915,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-10-04 00:00:00,0.6675468579375702,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-10-05 00:00:00,0.6282550742429386,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-10-06 00:00:00,0.64565776230867,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
2015-10-07 00:00:00,0.6100126973575233,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
